game_id,player_id,player_name,team_id,team_tricode,period,clock,trip_class,tier,ftm,fta,and_one_shot_id
0022500001,1631096,C. Holmgren,1610612760,OKC,1,PT11M26.00S,andOne,addOn,1,1,10
0022500001,1641708,A. Thompson,1610612745,HOU,1,PT08M17.00S,andOne,addOn,1,1,41
0022500001,1631096,C. Holmgren,1610612760,OKC,1,PT06M40.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,1641708,A. Thompson,1610612745,HOU,1,PT06M29.00S,andOne,addOn,1,1,70
0022500001,1629652,L. Dort,1610612760,OKC,1,PT05M15.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,201142,K. Durant,1610612745,HOU,1,PT04M03.00S,bonus,attemptEquivalent,2,2,
0022500001,1628983,S. Gilgeous-Alexander,1610612760,OKC,1,PT03M26.00S,shootingFoul2,attemptEquivalent,1,2,
0022500001,1631096,C. Holmgren,1610612760,OKC,2,PT11M09.00S,andOne,addOn,1,1,194
0022500001,1629006,J. Okogie,1610612745,HOU,2,PT08M11.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,203500,S. Adams,1610612745,HOU,2,PT06M35.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,1630578,A. Sengun,1610612745,HOU,2,PT00M05.10S,bonus,attemptEquivalent,2,2,
0022500001,1642349,A. Mitchell,1610612760,OKC,2,PT00M00.70S,andOne,addOn,1,1,350
0022500001,1630578,A. Sengun,1610612745,HOU,3,PT07M57.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,1641717,C. Wallace,1610612760,OKC,3,PT06M13.00S,shootingFoul2,attemptEquivalent,1,2,
0022500001,203991,C. Capela,1610612745,HOU,3,PT04M19.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,201142,K. Durant,1610612745,HOU,3,PT01M18.00S,awayFromPlay,addOn,1,1,
0022500001,1630578,A. Sengun,1610612745,HOU,3,PT00M43.80S,shootingFoul2,attemptEquivalent,2,2,
0022500001,1628392,I. Hartenstein,1610612760,OKC,4,PT08M10.00S,shootingFoul2,attemptEquivalent,2,2,
0022500001,1630578,A. Sengun,1610612745,HOU,4,PT07M29.00S,andOne,addOn,1,1,581
0022500001,1629006,J. Okogie,1610612745,HOU,4,PT06M49.00S,shootingFoul2,attemptEquivalent,1,2,
